"Year","OPR","DPR","CCWM"
2007,-0.207878335844472,0.59507870376841,0.314152000694927
2008,0.273915519457164,-1.14294709992478,-0.689092607778976
2009,0.14698470342566,-0.360340266286553,-0.128829682729422
2010,0.10598560884828,-1.14991665409054,-0.842634901519098
2011,1.41964054751053,-1.12895272361136,0.512226897521739
2012,-0.271815682530765,-0.102116230560669,-0.405900284960617
2013,0.078682415415591,-0.377338358347894,-0.236663075613994
2014,0.157064335046261,0.364736031371697,0.409410979095921
2015,0.828451217403551,-0.574467585709366,0.483224018008712
2016,0.93435285015758,-0.675998848737286,0.555695671635207
